VEICULO;Safra;PROBLEMA;INICIO_PARADA;TERMINO_PARADA; TEMPO_PARADO ;Time_req;Time_day;y
B;2015;Divisor de Linha;02/09/2015 23:44;03/09/2015 00:49; 1.08 ;2/1;2.778020833;3
B;2015;Divisor de Linha;17/09/2015 08:23;17/09/2015 09:34; 1.18 ;14/1;14.31489583;14
B;2015;Divisor de Linha;08/10/2015 15:33;08/10/2015 17:25; 1.85 ;21/1;21.24978009;21
B;2015;Divisor de Linha;08/10/2015 17:25;08/10/2015 20:50; 3.41 ;0/1;0.000196759;1
B;2015;Divisor de Linha;14/10/2015 07:34;14/10/2015 09:11; 1.62 ;5/1;5.447627315;5
B;2015;Divisor de Linha;16/10/2015 01:17;16/10/2015 04:41; 3.41 ;1/1;1.670717593;2
B;2015;Divisor de Linha;18/10/2015 01:01;18/10/2015 01:35; 0.57 ;1/1;1.846840278;2
B;2015;Divisor de Linha;20/10/2015 14:29;20/10/2015 20:53; 6.39 ;2/1;2.537893519;3
B;2015;Divisor de Linha;22/10/2015 07:15;22/10/2015 08:28; 1.21 ;1/1;1.432395833;1
B;2015;Divisor de Linha;25/10/2015 00:38;25/10/2015 03:20; 2.70 ;2/1;2.673819444;3
B;2015;Divisor de Linha;27/10/2015 05:10;27/10/2015 05:41; 0.52 ;2/1;2.076284722;2
B;2015;Divisor de Linha;29/10/2015 10:41;29/10/2015 11:09; 0.48 ;2/1;2.208240741;2
B;2015;Divisor de Linha;18/11/2015 22:20;19/11/2015 03:05; 4.76 ;20/1;20.46548611;21
B;2016;Divisor de Linha;05/04/2016 16:09;05/04/2016 21:21; 5.19 ;17/5;138.5448611;139
B;2016;Divisor de Linha;24/04/2016 19:37;24/04/2016 22:11; 2.57 ;18/1;18.92778935;19
B;2016;Divisor de Linha;26/04/2016 05:27;26/04/2016 06:50; 1.40 ;1/1;1.302465278;1
B;2016;Divisor de Linha;07/05/2016 09:28;07/05/2016 11:11; 1.73 ;11/1;11.10927083;11
B;2016;Divisor de Linha;08/05/2016 23:44;09/05/2016 01:18; 1.58 ;1/1;1.522534722;2
B;2016;Divisor de Linha;09/05/2016 17:18;09/05/2016 18:43; 1.42 ;0/1;0.666678241;1
B;2016;Divisor de Linha;10/05/2016 17:19;11/05/2016 01:43; 8.40 ;0/1;0.941273148;1
B;2016;Divisor de Linha;12/05/2016 11:28;12/05/2016 13:24; 1.93 ;1/1;1.406342593;1
B;2016;Divisor de Linha;12/05/2016 18:55;12/05/2016 20:01; 1.10 ;0/1;0.230127315;1
B;2016;Divisor de Linha;12/05/2016 20:03;12/05/2016 22:17; 2.24 ;0/1;0.001400463;1
B;2016;Divisor de Linha;14/05/2016 17:04;14/05/2016 17:43; 0.65 ;1/1;1.782256944;2
B;2016;Divisor de Linha;19/05/2016 13:25;19/05/2016 14:37; 1.21 ;4/1;4.820416667;5
B;2016;Divisor de Linha;13/06/2016 00:28;13/06/2016 00:53; 0.41 ;24/1;24.41030093;24
B;2016;Divisor de Linha;15/06/2016 04:14;15/06/2016 05:07; 0.88 ;2/1;2.140115741;2
B;2016;Divisor de Linha;19/06/2016 20:19;19/06/2016 22:00; 1.68 ;4/1;4.633368056;5
B;2016;Divisor de Linha;25/06/2016 04:29;25/06/2016 06:39; 2.17 ;5/1;5.269699074;5
B;2016;Divisor de Linha;13/07/2016 04:36;13/07/2016 09:09; 4.54 ;17/1;17.91497685;18
B;2016;Divisor de Linha;22/07/2016 11:16;22/07/2016 11:40; 0.40 ;9/1;9.088738426;9
B;2016;Divisor de Linha;24/07/2016 22:48;25/07/2016 00:06; 1.31 ;2/1;2.4634375;2
B;2016;Divisor de Linha;26/07/2016 08:09;26/07/2016 09:33; 1.40 ;1/1;1.335034722;1
B;2016;Divisor de Linha;17/08/2016 15:18;17/08/2016 20:10; 4.87 ;22/1;22.23958333;22
B;2016;Divisor de Linha;04/09/2016 08:24;04/09/2016 08:41; 0.27 ;17/1;17.50983796;18
B;2016;Divisor de Linha;08/09/2016 05:14;08/09/2016 06:59; 1.74 ;3/1;3.856469907;4
B;2016;Divisor de Linha;16/09/2016 07:02;16/09/2016 07:28; 0.43 ;8/1;8.002604167;8
B;2016;Divisor de Linha;17/09/2016 15:32;17/09/2016 18:48; 3.25 ;1/1;1.336168981;1
B;2016;Divisor de Linha;23/09/2016 01:44;23/09/2016 03:00; 1.28 ;5/1;5.288958333;5
B;2016;Divisor de Linha;30/09/2016 14:19;30/09/2016 22:24; 8.08 ;7/1;7.471099537;7
B;2017;Divisor de Linha;02/04/2017 20:58;03/04/2017 04:25; 7.45 ;1/7;183.940625;184
B;2017;Divisor de Linha;20/04/2017 05:12;20/04/2017 05:17; 0.07 ;17/1;17.03290509;17
B;2017;Divisor de Linha;11/05/2017 22:39;11/05/2017 23:01; 0.37 ;21/1;21.72355324;22
B;2017;Divisor de Linha;05/06/2017 11:37;05/06/2017 14:04; 2.46 ;24/1;24.52493056;25
B;2017;Divisor de Linha;07/06/2017 12:07;07/06/2017 13:19; 1.20 ;1/1;1.918541667;2
B;2017;Divisor de Linha;28/06/2017 07:34;28/06/2017 08:05; 0.51 ;20/1;20.76090278;21
B;2017;Divisor de Linha;13/07/2017 08:12;13/07/2017 08:53; 0.68 ;15/1;15.00486111;15
B;2017;Divisor de Linha;14/07/2017 12:55;14/07/2017 13:38; 0.72 ;1/1;1.168043981;1
B;2017;Divisor de Linha;16/07/2017 18:40;16/07/2017 20:54; 2.22 ;2/1;2.210034722;2
B;2017;Divisor de Linha;17/07/2017 07:40;17/07/2017 09:44; 2.07 ;0/1;0.448715278;1
B;2017;Divisor de Linha;22/07/2017 14:55;22/07/2017 16:54; 1.98 ;5/1;5.215763889;5
B;2017;Divisor de Linha;24/07/2017 03:04;24/07/2017 04:10; 1.09 ;1/1;1.42412037;1
B;2017;Divisor de Linha;09/08/2017 03:59;09/08/2017 10:45; 6.76 ;15/1;15.99288194;16
B;2017;Divisor de Linha;22/08/2017 17:09;22/08/2017 21:06; 3.95 ;13/1;13.2671412;13
B;2017;Divisor de Linha;23/08/2017 05:14;23/08/2017 06:24; 1.17 ;0/1;0.338368056;1
B;2017;Divisor de Linha;28/08/2017 05:18;28/08/2017 09:29; 4.18 ;4/1;4.954479167;5
B;2017;Divisor de Linha;31/08/2017 11:20;31/08/2017 11:42; 0.37 ;3/1;3.076655093;3
B;2017;Divisor de Linha;02/09/2017 19:26;02/09/2017 20:14; 0.81 ;2/1;2.322210648;2
B;2015;Eixo Dianteiro;10/04/2015 13:12;10/04/2015 14:22; 1.17 ;0/1;0;1
A;2016;Elétrica;08/08/2016 15:31;08/08/2016 18:10; 2.64 ;FALSE;;
B;2015;Elétrica;23/10/2015 19:28;24/10/2015 00:20; 4.86 ;FALSE;;
B;2015;Elétrica;09/12/2015 23:28;10/12/2015 02:14; 2.77 ;15/2;46.96385417;47
B;2016;Elétrica;17/07/2016 06:36;17/07/2016 07:28; 0.87 ;7/8;220.1819444;221
B;2016;Elétrica;22/07/2016 18:26;22/07/2016 19:53; 1.44 ;5/1;5.457280093;5
A;2015;Elétrico;07/04/2015 17:02;08/04/2015 08:32; 15.50 ;FALSE;;
A;2015;Elétrico;12/06/2015 06:56;12/06/2015 09:23; 2.45 ;4/3;64.93324074;65
A;2015;Elétrico;11/07/2015 00:02;11/07/2015 00:47; 0.75 ;28/1;28.61043981;29
A;2015;Elétrico;12/07/2015 09:56;12/07/2015 10:14; 0.30 ;1/1;1.381215278;1
A;2015;Elétrico;12/07/2015 10:46;12/07/2015 12:13; 1.46 ;0/1;0.022314815;1
A;2015;Elétrico;20/07/2015 11:04;20/07/2015 11:13; 0.14 ;7/1;7.952013889;8
A;2015;Elétrico;03/09/2015 21:50;03/09/2015 22:25; 0.59 ;14/2;45.44252315;45
A;2015;Elétrico;05/09/2015 14:30;05/09/2015 18:20; 3.85 ;1/1;1.669814815;2
A;2015;Elétrico;21/09/2015 17:19;21/09/2015 17:38; 0.32 ;15/1;15.95760417;16
A;2015;Elétrico;27/09/2015 00:26;27/09/2015 04:22; 3.94 ;5/1;5.282743056;5
A;2015;Elétrico;02/12/2015 10:07;02/12/2015 10:18; 0.19 ;6/3;66.23931713;66
A;2015;Elétrico;05/12/2015 17:12;05/12/2015 17:38; 0.43 ;3/1;3.287615741;3
A;2016;Elétrico;02/04/2016 20:36;04/04/2016 14:42; 42.10 ;28/4;119.1237037;119
A;2016;Elétrico;14/04/2016 10:52;14/04/2016 11:13; 0.35 ;9/1;9.840243056;11
A;2016;Elétrico;06/05/2016 12:46;06/05/2016 13:18; 0.53 ;22/1;22.06452546;22
A;2016;Elétrico;18/05/2016 09:36;18/05/2016 10:46; 1.17 ;11/1;11.84578704;12
A;2016;Elétrico;13/06/2016 17:06;13/06/2016 18:01; 0.92 ;26/1;26.26362269;26
A;2016;Elétrico;17/07/2016 04:26;17/07/2016 10:07; 5.68 ;2/2;33.43435185;33
A;2016;Elétrico;21/07/2016 05:54;21/07/2016 07:58; 2.08 ;3/1;3.824189815;4
A;2016;Elétrico;28/07/2016 19:00;28/07/2016 21:49; 2.82 ;7/1;7.459502315;7
A;2016;Elétrico;29/07/2016 06:48;29/07/2016 06:53; 0.08 ;0/1;0.374039352;1
A;2016;Elétrico;29/07/2016 11:41;29/07/2016 12:16; 0.60 ;0/1;0.199953704;1
A;2016;Elétrico;02/08/2016 04:08;02/08/2016 05:10; 1.04 ;3/1;3.660659722;4
A;2016;Elétrico;16/09/2016 23:25;17/09/2016 01:34; 2.15 ;14/2;45.76012731;46
A;2016;Elétrico;27/09/2016 20:17;27/09/2016 20:37; 0.34 ;10/1;10.77994213;11
A;2016;Elétrico;01/10/2016 02:40;01/10/2016 03:02; 0.37 ;3/1;3.251875;3
A;2016;Elétrico;27/10/2016 19:41;27/10/2016 22:58; 3.27 ;26/1;26.69381944;27
A;2016;Elétrico;31/10/2016 02:52;31/10/2016 03:34; 0.71 ;3/1;3.162488426;3
A;2016;Elétrico;06/11/2016 00:47;06/11/2016 01:08; 0.35 ;5/1;5.884027778;6
A;2017;Elétrico;31/03/2017 02:25;31/03/2017 06:36; 4.18 ;24/5;145.0535417;145
A;2017;Elétrico;05/04/2017 07:47;05/04/2017 08:27; 0.67 ;5/1;5.049178241;5
A;2017;Elétrico;27/04/2017 20:29;28/04/2017 10:59; 14.49 ;22/1;22.50167824;23
A;2017;Elétrico;28/04/2017 21:47;28/04/2017 21:51; 0.07 ;0/1;0.450081019;1
A;2017;Elétrico;01/06/2017 08:31;01/06/2017 08:48; 0.28 ;2/2;33.44422454;33
A;2017;Elétrico;30/06/2017 15:43;30/06/2017 16:17; 0.57 ;29/1;29.28813657;29
A;2017;Elétrico;01/07/2017 16:56;01/07/2017 23:16; 6.35 ;1/1;1.026944444;1
A;2017;Elétrico;15/07/2017 16:55;15/07/2017 17:37; 0.71 ;13/1;13.73518519;14
A;2017;Elétrico;18/07/2017 12:52;18/07/2017 14:46; 1.90 ;2/1;2.801712963;3
A;2017;Elétrico;21/07/2017 02:12;21/07/2017 03:21; 1.15 ;2/1;2.476238426;2
A;2017;Elétrico;22/08/2017 20:23;22/08/2017 22:27; 2.06 ;1/2;32.70989583;33
A;2017;Elétrico;30/08/2017 19:25;30/08/2017 20:21; 0.94 ;7/1;7.873217593;8
A;2017;Elétrico;08/09/2017 19:37;08/09/2017 21:46; 2.14 ;8/1;8.969594907;9
B;2015;Elétrico;10/04/2015 09:22;10/04/2015 10:09; 0.78 ;FALSE;;
B;2015;Elétrico;11/04/2015 09:51;11/04/2015 09:55; 0.07 ;0/1;0.987986111;1
B;2015;Elétrico;13/04/2015 19:11;13/04/2015 20:02; 0.85 ;2/1;2.386180556;2
B;2015;Elétrico;04/05/2015 00:21;04/05/2015 01:16; 0.92 ;20/1;20.17956019;21
B;2015;Elétrico;06/05/2015 11:44;06/05/2015 12:33; 0.82 ;2/1;2.435914352;2
B;2015;Elétrico;04/06/2015 14:09;04/06/2015 17:16; 3.12 ;29/1;29.06641204;29
B;2015;Elétrico;25/06/2015 11:16;25/06/2015 18:39; 7.37 ;20/1;20.75009259;21
B;2015;Elétrico;04/08/2015 14:50;04/08/2015 15:10; 0.33 ;8/2;39.84094907;41
B;2015;Elétrico;18/09/2015 19:15;18/09/2015 20:09; 0.90 ;14/2;45.17063657;45
B;2015;Elétrico;19/10/2015 22:51;20/10/2015 02:31; 3.66 ;31/1;31.11268519;31
B;2016;Elétrico;10/04/2016 08:30;10/04/2016 08:54; 0.41 ;21/6;173.2489468;173
B;2016;Elétrico;26/05/2016 13:47;26/05/2016 14:28; 0.69 ;15/2;46.20337963;46
B;2016;Elétrico;01/07/2016 13:21;01/07/2016 14:07; 0.77 ;4/2;35.95302083;36
B;2016;Elétrico;25/07/2016 08:25;25/07/2016 10:18; 1.89 ;23/1;23.7625;24
B;2016;Elétrico;25/07/2016 20:43;25/07/2016 21:43; 0.99 ;0/1;0.434178241;1
B;2016;Elétrico;17/08/2016 20:48;17/08/2016 23:41; 2.88 ;22/1;22.96199074;23
B;2016;Elétrico;20/08/2016 00:55;20/08/2016 01:26; 0.52 ;2/1;2.051412037;2
B;2016;Elétrico;27/09/2016 17:00;27/09/2016 17:37; 0.61 ;7/2;38.64894676;39
B;2017;Elétrico;30/03/2017 22:23;31/03/2017 05:33; 7.16 ;2/7;184.1988426;184
B;2017;Elétrico;08/04/2017 12:08;08/04/2017 13:03; 0.92 ;8/1;8.274236111;8
B;2017;Elétrico;11/04/2017 01:00;11/04/2017 04:07; 3.12 ;2/1;2.497511574;2
B;2017;Elétrico;15/04/2017 11:22;15/04/2017 13:51; 2.50 ;4/1;4.302083333;4
B;2017;Elétrico;26/04/2017 08:28;26/04/2017 08:45; 0.28 ;10/1;10.7753588;11
B;2017;Elétrico;05/05/2017 00:42;05/05/2017 07:41; 6.98 ;8/1;8.664780093;9
B;2017;Elétrico;13/05/2017 04:40;13/05/2017 07:10; 2.50 ;7/1;7.87412037;8
B;2017;Elétrico;25/05/2017 16:07;25/05/2017 18:52; 2.76 ;12/1;12.37263889;12
B;2017;Elétrico;16/06/2017 05:35;16/06/2017 06:52; 1.28 ;21/1;21.44670139;21
B;2017;Elétrico;01/07/2017 04:30;01/07/2017 06:42; 2.21 ;14/1;14.90096065;15
B;2017;Elétrico;07/07/2017 08:59;07/07/2017 12:09; 3.17 ;6/1;6.094722222;6
B;2017;Elétrico;28/07/2017 10:43;28/07/2017 11:08; 0.41 ;20/1;20.94011574;21
B;2017;Elétrico;29/07/2017 21:58;30/07/2017 00:39; 2.68 ;1/1;1.452002315;1
B;2017;Elétrico;26/08/2017 03:32;26/08/2017 05:19; 1.78 ;27/1;27.11991898;27
A;2015;Elevador;09/04/2015 03:26;09/04/2015 03:34; 0.13 ;FALSE;;
A;2015;Elevador;17/04/2015 19:55;17/04/2015 20:04; 0.15 ;8/1;8.681493056;9
A;2015;Elevador;30/04/2015 12:32;30/04/2015 13:17; 0.76 ;12/1;12.68592593;13
A;2015;Elevador;18/05/2015 20:23;18/05/2015 22:33; 2.16 ;18/1;18.29579861;18
A;2015;Elevador;25/05/2015 21:58;25/05/2015 23:06; 1.14 ;6/1;6.975451389;7
A;2015;Elevador;27/06/2015 08:33;27/06/2015 12:00; 3.46 ;1/2;32.39328704;32
A;2015;Elevador;27/06/2015 12:47;27/06/2015 14:56; 2.15 ;0/1;0.032268519;1
A;2015;Elevador;29/06/2015 16:28;29/06/2015 21:27; 4.98 ;2/1;2.064375;2
A;2015;Elevador;06/07/2015 23:55;07/07/2015 01:06; 1.19 ;7/1;7.10244213;7
A;2015;Elevador;08/07/2015 22:34;09/07/2015 05:36; 7.03 ;1/1;1.894560185;2
A;2015;Elevador;14/07/2015 14:03;14/07/2015 14:38; 0.58 ;5/1;5.352291667;5
A;2015;Elevador;01/08/2015 15:39;01/08/2015 16:16; 0.61 ;18/1;18.04252315;18
A;2015;Elevador;06/08/2015 14:04;06/08/2015 16:03; 1.99 ;4/1;4.907962963;5
A;2015;Elevador;07/08/2015 01:28;07/08/2015 02:54; 1.44 ;0/1;0.392071759;1
A;2015;Elevador;12/08/2015 20:06;12/08/2015 21:40; 1.58 ;5/1;5.716261574;6
A;2015;Elevador;13/08/2015 04:28;13/08/2015 05:38; 1.16 ;0/1;0.283321759;1
A;2015;Elevador;14/09/2015 01:41;14/09/2015 05:45; 4.06 ;31/1;31.83568287;32
A;2015;Elevador;04/10/2015 00:38;04/10/2015 01:46; 1.13 ;19/1;19.7872338;21
A;2015;Elevador;05/10/2015 00:01;05/10/2015 01:20; 1.32 ;0/1;0.927199074;1
A;2015;Elevador;18/11/2015 10:47;18/11/2015 12:42; 1.92 ;13/2;44.39325231;44
A;2015;Elevador;19/11/2015 18:38;19/11/2015 19:03; 0.42 ;1/1;1.247731481;1
A;2015;Elevador;19/11/2015 20:33;19/11/2015 21:22; 0.81 ;0/1;0.062407407;1
A;2015;Elevador;20/11/2015 02:34;20/11/2015 03:11; 0.63 ;0/1;0.216666667;1
A;2015;Elevador;20/11/2015 18:09;21/11/2015 06:25; 12.27 ;0/1;0.623553241;1
A;2015;Elevador;13/12/2015 05:52;13/12/2015 06:59; 1.11 ;21/1;21.97712963;22
A;2016;Elevador;12/04/2016 12:28;12/04/2016 13:16; 0.81 ;30/4;121.2281481;121
A;2016;Elevador;13/04/2016 20:32;14/04/2016 01:27; 4.92 ;1/1;1.302418981;1
A;2016;Elevador;17/04/2016 23:00;18/04/2016 00:23; 1.38 ;3/1;3.89818287;4
A;2016;Elevador;24/04/2016 04:42;24/04/2016 06:05; 1.38 ;6/1;6.180300926;6
A;2016;Elevador;27/04/2016 19:26;27/04/2016 19:57; 0.52 ;3/1;3.55587963;4
A;2016;Elevador;06/05/2016 05:33;06/05/2016 06:04; 0.51 ;8/1;8.399884259;8
A;2016;Elevador;10/05/2016 21:52;10/05/2016 22:23; 0.52 ;4/1;4.658599537;5
A;2016;Elevador;16/05/2016 01:52;16/05/2016 04:59; 3.11 ;5/1;5.145127315;5
A;2016;Elevador;05/07/2016 21:22;05/07/2016 22:11; 0.80 ;19/2;50.68313657;51
A;2016;Elevador;22/07/2016 16:44;22/07/2016 17:55; 1.19 ;16/1;16.77296296;17
A;2016;Elevador;23/07/2016 20:00;23/07/2016 20:21; 0.36 ;1/1;1.086539352;1
A;2016;Elevador;14/08/2016 14:33;14/08/2016 16:33; 2.00 ;21/1;21.75831019;22
A;2016;Elevador;16/08/2016 17:03;16/08/2016 18:24; 1.36 ;2/1;2.020300926;2
A;2016;Elevador;17/08/2016 09:09;17/08/2016 09:57; 0.80 ;0/1;0.614270833;1
A;2016;Elevador;26/08/2016 16:19;26/08/2016 20:26; 4.12 ;9/1;9.265011574;9
A;2016;Elevador;14/09/2016 15:59;14/09/2016 17:44; 1.76 ;18/1;18.81460648;19
A;2016;Elevador;24/09/2016 10:49;24/09/2016 11:19; 0.49 ;9/1;9.712071759;11
A;2016;Elevador;25/09/2016 23:05;26/09/2016 02:09; 3.06 ;1/1;1.490856481;1
A;2016;Elevador;26/09/2016 10:32;26/09/2016 12:39; 2.13 ;0/1;0.349212963;1
A;2016;Elevador;30/09/2016 01:11;30/09/2016 03:08; 1.95 ;3/1;3.52181713;4
A;2016;Elevador;10/10/2016 06:38;10/10/2016 10:13; 3.58 ;10/1;10.14608796;11
A;2016;Elevador;11/10/2016 00:03;11/10/2016 04:37; 4.57 ;0/1;0.576435185;1
A;2016;Elevador;15/10/2016 07:55;15/10/2016 09:12; 1.29 ;4/1;4.137430556;4
A;2016;Elevador;17/10/2016 07:06;17/10/2016 08:38; 1.52 ;1/1;1.912337963;2
A;2016;Elevador;18/10/2016 16:05;18/10/2016 16:31; 0.44 ;1/1;1.310462963;1
A;2016;Elevador;26/10/2016 21:07;26/10/2016 23:34; 2.45 ;8/1;8.19162037;8
A;2016;Elevador;05/11/2016 10:11;05/11/2016 12:40; 2.48 ;9/1;9.442743056;9
A;2017;Elevador;21/04/2017 05:25;21/04/2017 11:11; 5.78 ;14/6;166.697581;167
A;2017;Elevador;24/05/2017 00:15;24/05/2017 00:55; 0.67 ;1/2;32.54430556;33
A;2017;Elevador;05/07/2017 09:10;05/07/2017 13:05; 3.91 ;11/2;42.34372685;42
A;2017;Elevador;10/07/2017 02:24;10/07/2017 04:10; 1.77 ;4/1;4.554907407;5
A;2017;Elevador;16/07/2017 22:43;17/07/2017 02:21; 3.64 ;6/1;6.772893519;7
A;2017;Elevador;05/08/2017 06:25;05/08/2017 08:53; 2.46 ;19/1;19.16950231;19
A;2017;Elevador;24/08/2017 20:40;24/08/2017 22:06; 1.42 ;19/1;19.49121528;19
A;2017;Elevador;05/09/2017 04:42;05/09/2017 05:38; 0.93 ;11/1;11.27533565;11
B;2015;Elevador;27/04/2015 06:48;27/04/2015 07:32; 0.75 ;FALSE;;
B;2015;Elevador;26/06/2015 08:33;26/06/2015 13:12; 4.65 ;29/2;60.0419213;61
B;2015;Elevador;26/06/2015 15:45;26/06/2015 18:26; 2.69 ;0/1;0.106377315;1
B;2015;Elevador;08/07/2015 23:37;09/07/2015 01:48; 2.19 ;12/1;12.21564815;12
B;2015;Elevador;10/07/2015 17:43;10/07/2015 19:11; 1.46 ;1/1;1.662685185;2
B;2015;Elevador;13/07/2015 13:03;13/07/2015 19:20; 6.29 ;2/1;2.744525463;3
B;2015;Elevador;07/08/2015 02:14;07/08/2015 02:55; 0.68 ;24/1;24.28761574;24
B;2015;Elevador;07/08/2015 10:45;07/08/2015 13:52; 3.11 ;0/1;0.326516204;1
B;2015;Elevador;24/08/2015 05:01;24/08/2015 06:05; 1.07 ;16/1;16.63127315;17
B;2015;Elevador;18/09/2015 07:37;18/09/2015 08:29; 0.87 ;25/1;25.06359954;25
B;2015;Elevador;11/10/2015 19:44;11/10/2015 20:34; 0.84 ;23/1;23.46865741;23
B;2015;Elevador;01/11/2015 23:59;02/11/2015 01:30; 1.51 ;21/1;21.1421875;21
B;2015;Elevador;18/11/2015 20:17;18/11/2015 20:35; 0.30 ;16/1;16.78236111;17
B;2015;Elevador;29/11/2015 20:29;29/11/2015 22:03; 1.56 ;10/1;10.99627315;11
B;2016;Elevador;30/03/2016 14:53;30/03/2016 14:59; 0.11 ;30/4;121.7012153;122
B;2016;Elevador;29/05/2016 09:28;29/05/2016 10:29; 1.01 ;28/2;59.76990741;61
B;2016;Elevador;07/06/2016 14:20;07/06/2016 21:04; 6.73 ;9/1;9.160821759;9
B;2016;Elevador;30/06/2016 11:10;30/06/2016 12:11; 1.01 ;22/1;22.58758102;23
B;2016;Elevador;05/07/2016 19:15;05/07/2016 19:42; 0.46 ;5/1;5.294375;5
B;2016;Elevador;09/07/2016 08:51;09/07/2016 15:52; 7.01 ;3/1;3.547893519;4
B;2016;Elevador;12/07/2016 02:05;12/07/2016 02:36; 0.51 ;2/1;2.425763889;2
B;2016;Elevador;14/07/2016 00:54;14/07/2016 01:16; 0.36 ;1/1;1.929375;2
B;2016;Elevador;15/07/2016 21:18;16/07/2016 00:43; 3.41 ;1/1;1.835138889;2
B;2016;Elevador;16/07/2016 05:20;16/07/2016 09:07; 3.80 ;0/1;0.192048611;1
B;2016;Elevador;27/07/2016 04:08;27/07/2016 04:56; 0.80 ;10/1;10.79244213;11
B;2016;Elevador;21/09/2016 11:57;21/09/2016 12:30; 0.54 ;25/2;56.29252315;56
B;2016;Elevador;28/09/2016 01:50;28/09/2016 02:54; 1.07 ;6/1;6.555868056;7
B;2016;Elevador;02/10/2016 06:24;02/10/2016 08:08; 1.74 ;4/1;4.145486111;4
B;2016;Elevador;04/10/2016 12:02;04/10/2016 13:19; 1.28 ;2/1;2.161979167;2
B;2017;Elevador;13/05/2017 20:12;13/05/2017 20:51; 0.65 ;8/8;221.2873843;221
B;2017;Elevador;20/05/2017 23:51;21/05/2017 02:05; 2.23 ;7/1;7.124872685;7
B;2017;Elevador;28/05/2017 02:44;28/05/2017 06:15; 3.50 ;7/1;7.027291667;7
B;2017;Elevador;05/06/2017 21:56;06/06/2017 01:03; 3.11 ;8/1;8.654027778;9
B;2017;Elevador;06/06/2017 04:27;06/06/2017 05:44; 1.28 ;0/1;0.141412037;1
B;2017;Elevador;22/06/2017 19:49;22/06/2017 20:09; 0.34 ;16/1;16.5869213;17
B;2017;Elevador;25/06/2017 10:40;25/06/2017 12:07; 1.45 ;2/1;2.604421296;3
B;2017;Elevador;26/06/2017 02:41;26/06/2017 05:09; 2.46 ;0/1;0.60724537;1
B;2017;Elevador;26/06/2017 17:30;26/06/2017 20:41; 3.19 ;0/1;0.514490741;1
B;2017;Elevador;26/06/2017 21:30;26/06/2017 22:09; 0.66 ;0/1;0.033680556;1
B;2017;Elevador;27/06/2017 00:15;27/06/2017 01:08; 0.88 ;0/1;0.087488426;1
B;2017;Elevador;28/06/2017 23:12;29/06/2017 00:49; 1.61 ;1/1;1.919398148;2
B;2017;Elevador;29/06/2017 14:51;29/06/2017 15:32; 0.68 ;0/1;0.584849537;1
B;2017;Elevador;30/06/2017 18:42;30/06/2017 20:46; 2.07 ;1/1;1.13181713;1
B;2017;Elevador;04/07/2017 01:54;04/07/2017 04:10; 2.27 ;3/1;3.213784722;3
B;2017;Elevador;05/07/2017 01:38;05/07/2017 03:28; 1.83 ;0/1;0.89431713;1
B;2017;Elevador;06/07/2017 02:49;06/07/2017 05:43; 2.89 ;0/1;0.973194444;1
B;2017;Elevador;07/07/2017 14:27;07/07/2017 21:33; 7.10 ;1/1;1.364340278;1
B;2017;Elevador;08/08/2017 03:27;08/08/2017 04:34; 1.12 ;31/1;31.24555556;31
B;2017;Elevador;09/08/2017 16:23;09/08/2017 18:59; 2.59 ;1/1;1.492465278;1
B;2017;Elevador;13/08/2017 19:44;13/08/2017 20:33; 0.82 ;4/1;4.031608796;4
B;2017;Elevador;15/08/2017 01:59;15/08/2017 02:55; 0.94 ;1/1;1.226041667;1
B;2017;Elevador;15/08/2017 03:59;15/08/2017 05:28; 1.48 ;0/1;0.043993056;1
B;2017;Elevador;21/08/2017 01:16;21/08/2017 04:49; 3.55 ;5/1;5.824872685;6
B;2017;Elevador;30/08/2017 19:42;31/08/2017 00:09; 4.45 ;9/1;9.620219907;11
B;2017;Elevador;07/09/2017 06:28;07/09/2017 07:09; 0.68 ;7/1;7.26380787;7
B;2017;Elevador;07/09/2017 11:17;07/09/2017 15:19; 4.04 ;0/1;0.171990741;1
A;2015;Extrator primário;11/04/2015 05:02;11/04/2015 08:12; 3.17 ;FALSE;;
A;2015;Extrator primário;25/04/2015 03:18;25/04/2015 05:25; 2.11 ;13/1;13.79560185;14
A;2015;Extrator primário;29/04/2015 06:50;29/04/2015 08:41; 1.84 ;4/1;4.05943287;4
A;2015;Extrator primário;07/06/2015 03:39;07/06/2015 04:40; 1.02 ;7/2;38.79045139;39
A;2015;Extrator primário;02/08/2015 11:10;02/08/2015 13:04; 1.89 ;25/2;56.27116898;56
A;2015;Extrator primário;24/09/2015 07:13;24/09/2015 09:19; 2.10 ;21/2;52.75605324;53
A;2016;Extrator primário;07/04/2016 07:48;07/04/2016 09:54; 2.10 ;13/7;195.9371528;196
A;2016;Extrator primário;25/06/2016 17:16;25/06/2016 18:34; 1.30 ;19/3;79.30697917;79
A;2016;Extrator primário;11/10/2016 04:38;11/10/2016 07:59; 3.36 ;16/4;107.419294;117
A;2016;Extrator primário;12/10/2016 08:30;12/10/2016 08:58; 0.46 ;1/1;1.021527778;1
A;2017;Extrator primário;31/03/2017 00:52;31/03/2017 02:24; 1.55 ;17/6;169.6626042;171
A;2017;Extrator primário;31/05/2017 19:38;31/05/2017 20:39; 1.02 ;1/3;61.71787037;62
A;2017;Extrator primário;09/06/2017 03:07;09/06/2017 03:21; 0.23 ;8/1;8.269108796;8
